latitude;longitude;date;confidence;Fecha_inicio;Fecha_fin
8,05385;-76,45035;2024-09-23;nominal;2024-09-19;2024-10-03
8,01015;-76,43105;2024-09-21;nominal;2024-09-19;2024-10-03
6,43775;-75,97545;2024-09-24;nominal;2024-09-19;2024-10-03
6,43775;-75,97535;2024-09-24;nominal;2024-09-19;2024-10-03
6,43765;-75,97545;2024-09-24;nominal;2024-09-19;2024-10-03
6,43765;-75,97535;2024-09-24;nominal;2024-09-19;2024-10-03
6,43755;-75,97545;2024-09-24;nominal;2024-09-19;2024-10-03
6,43755;-75,97535;2024-09-24;nominal;2024-09-19;2024-10-03
6,43375;-75,97625;2024-09-24;nominal;2024-09-19;2024-10-03
6,43375;-75,97615;2024-09-24;nominal;2024-09-19;2024-10-03
6,43375;-75,97605;2024-09-24;nominal;2024-09-19;2024-10-03
6,43375;-75,97595;2024-09-24;nominal;2024-09-19;2024-10-03
6,43375;-75,97585;2024-09-24;nominal;2024-09-19;2024-10-03
6,43375;-75,97575;2024-09-24;nominal;2024-09-19;2024-10-03
6,43375;-75,97565;2024-09-24;nominal;2024-09-19;2024-10-03
6,43375;-75,97555;2024-09-24;nominal;2024-09-19;2024-10-03
6,43365;-75,97625;2024-09-24;nominal;2024-09-19;2024-10-03
6,43365;-75,97615;2024-09-24;nominal;2024-09-19;2024-10-03
6,43365;-75,97605;2024-09-24;nominal;2024-09-19;2024-10-03
6,43365;-75,97595;2024-09-24;nominal;2024-09-19;2024-10-03
6,43365;-75,97585;2024-09-24;nominal;2024-09-19;2024-10-03
6,43365;-75,97575;2024-09-24;nominal;2024-09-19;2024-10-03
6,43365;-75,97565;2024-09-24;nominal;2024-09-19;2024-10-03
6,43365;-75,97555;2024-09-24;nominal;2024-09-19;2024-10-03
6,43355;-75,97625;2024-09-24;nominal;2024-09-19;2024-10-03
6,43355;-75,97615;2024-09-24;nominal;2024-09-19;2024-10-03
6,43355;-75,97605;2024-09-24;nominal;2024-09-19;2024-10-03
6,43355;-75,97595;2024-09-24;nominal;2024-09-19;2024-10-03
6,43355;-75,97585;2024-09-24;nominal;2024-09-19;2024-10-03
6,43355;-75,97575;2024-09-24;nominal;2024-09-19;2024-10-03
6,43355;-75,97565;2024-09-24;nominal;2024-09-19;2024-10-03
6,43355;-75,97555;2024-09-24;nominal;2024-09-19;2024-10-03
6,41125;-75,97745;2024-09-24;nominal;2024-09-19;2024-10-03
6,41125;-75,97735;2024-09-24;nominal;2024-09-19;2024-10-03
6,41115;-75,97745;2024-09-24;nominal;2024-09-19;2024-10-03
6,41115;-75,97735;2024-09-24;nominal;2024-09-19;2024-10-03
6,41105;-75,97745;2024-09-24;nominal;2024-09-19;2024-10-03
6,41105;-75,97735;2024-09-24;nominal;2024-09-19;2024-10-03
6,41095;-75,97745;2024-09-24;nominal;2024-09-19;2024-10-03
6,41095;-75,97735;2024-09-24;nominal;2024-09-19;2024-10-03
6,41085;-75,97745;2024-09-24;nominal;2024-09-19;2024-10-03
6,41085;-75,97735;2024-09-24;nominal;2024-09-19;2024-10-03
6,40595;-75,94975;2024-09-24;nominal;2024-09-19;2024-10-03
6,40595;-75,94965;2024-09-24;nominal;2024-09-19;2024-10-03
6,40595;-75,94955;2024-09-24;nominal;2024-09-19;2024-10-03
6,40585;-75,94975;2024-09-24;nominal;2024-09-19;2024-10-03
6,40585;-75,94965;2024-09-24;nominal;2024-09-19;2024-10-03
6,40585;-75,94955;2024-09-24;nominal;2024-09-19;2024-10-03
6,40575;-75,95645;2024-09-24;nominal;2024-09-19;2024-10-03
6,40575;-75,95635;2024-09-24;nominal;2024-09-19;2024-10-03
6,40565;-75,95645;2024-09-24;nominal;2024-09-19;2024-10-03
6,40565;-75,95635;2024-09-24;nominal;2024-09-19;2024-10-03
6,40555;-75,95645;2024-09-24;nominal;2024-09-19;2024-10-03
6,40555;-75,95635;2024-09-24;nominal;2024-09-19;2024-10-03
6,39245;-75,95375;2024-09-24;nominal;2024-09-19;2024-10-03
6,39245;-75,95365;2024-09-24;nominal;2024-09-19;2024-10-03
6,39245;-75,95355;2024-09-24;nominal;2024-09-19;2024-10-03
6,39235;-75,95375;2024-09-24;nominal;2024-09-19;2024-10-03
6,39235;-75,95365;2024-09-24;nominal;2024-09-19;2024-10-03
6,39235;-75,95355;2024-09-24;nominal;2024-09-19;2024-10-03
6,38445;-75,91045;2024-09-24;nominal;2024-09-19;2024-10-03
6,38445;-75,91035;2024-09-24;nominal;2024-09-19;2024-10-03
6,38435;-75,91045;2024-09-24;nominal;2024-09-19;2024-10-03
6,38435;-75,91035;2024-09-24;nominal;2024-09-19;2024-10-03
6,35695;-75,83375;2024-09-24;nominal;2024-09-19;2024-10-03
6,35695;-75,83365;2024-09-24;nominal;2024-09-19;2024-10-03
6,35695;-75,83355;2024-09-24;nominal;2024-09-19;2024-10-03
6,35685;-75,83375;2024-09-24;nominal;2024-09-19;2024-10-03
6,35685;-75,83365;2024-09-24;nominal;2024-09-19;2024-10-03
6,35685;-75,83355;2024-09-24;nominal;2024-09-19;2024-10-03
6,35645;-75,83625;2024-09-24;nominal;2024-09-19;2024-10-03
6,35645;-75,83615;2024-09-24;nominal;2024-09-19;2024-10-03
6,35645;-75,83605;2024-09-24;nominal;2024-09-19;2024-10-03
6,35645;-75,83575;2024-09-24;nominal;2024-09-19;2024-10-03
6,35645;-75,83565;2024-09-24;nominal;2024-09-19;2024-10-03
6,35645;-75,83555;2024-09-24;nominal;2024-09-19;2024-10-03
6,35645;-75,83545;2024-09-24;nominal;2024-09-19;2024-10-03
6,35645;-75,83535;2024-09-24;nominal;2024-09-19;2024-10-03
6,35635;-75,83625;2024-09-24;nominal;2024-09-19;2024-10-03
6,35635;-75,83615;2024-09-24;nominal;2024-09-19;2024-10-03
6,35635;-75,83605;2024-09-24;nominal;2024-09-19;2024-10-03
6,35635;-75,83575;2024-09-24;nominal;2024-09-19;2024-10-03
6,35635;-75,83565;2024-09-24;nominal;2024-09-19;2024-10-03
6,35635;-75,83555;2024-09-24;nominal;2024-09-19;2024-10-03
6,35635;-75,83545;2024-09-24;nominal;2024-09-19;2024-10-03
6,35635;-75,83535;2024-09-24;nominal;2024-09-19;2024-10-03
6,32025;-75,92495;2024-09-24;nominal;2024-09-19;2024-10-03
6,32025;-75,92485;2024-09-24;nominal;2024-09-19;2024-10-03
6,32015;-75,92495;2024-09-24;nominal;2024-09-19;2024-10-03
6,32015;-75,92485;2024-09-24;nominal;2024-09-19;2024-10-03
6,32005;-75,92495;2024-09-24;nominal;2024-09-19;2024-10-03
6,32005;-75,92485;2024-09-24;nominal;2024-09-19;2024-10-03
6,31995;-75,92495;2024-09-24;nominal;2024-09-19;2024-10-03
6,31995;-75,92485;2024-09-24;nominal;2024-09-19;2024-10-03
6,31985;-75,92495;2024-09-24;nominal;2024-09-19;2024-10-03
6,31985;-75,92485;2024-09-24;nominal;2024-09-19;2024-10-03
6,31225;-75,89775;2024-09-24;nominal;2024-09-19;2024-10-03
6,31225;-75,89765;2024-09-24;nominal;2024-09-19;2024-10-03
6,31225;-75,89755;2024-09-24;nominal;2024-09-19;2024-10-03
6,31215;-75,89775;2024-09-24;nominal;2024-09-19;2024-10-03
6,31215;-75,89765;2024-09-24;nominal;2024-09-19;2024-10-03
6,31215;-75,89755;2024-09-24;nominal;2024-09-19;2024-10-03
6,31205;-75,89775;2024-09-24;nominal;2024-09-19;2024-10-03
6,31205;-75,89765;2024-09-24;nominal;2024-09-19;2024-10-03
6,31205;-75,89755;2024-09-24;nominal;2024-09-19;2024-10-03
6,31195;-75,89795;2024-09-24;nominal;2024-09-19;2024-10-03
6,31195;-75,89785;2024-09-24;nominal;2024-09-19;2024-10-03
6,31195;-75,89745;2024-09-24;nominal;2024-09-19;2024-10-03
6,31195;-75,89735;2024-09-24;nominal;2024-09-19;2024-10-03
6,31185;-75,89795;2024-09-24;nominal;2024-09-19;2024-10-03
6,31185;-75,89785;2024-09-24;nominal;2024-09-19;2024-10-03
6,31185;-75,89745;2024-09-24;nominal;2024-09-19;2024-10-03
6,31185;-75,89735;2024-09-24;nominal;2024-09-19;2024-10-03
6,31095;-75,96775;2024-09-24;nominal;2024-09-19;2024-10-03
6,31095;-75,96765;2024-09-24;nominal;2024-09-19;2024-10-03
6,31095;-75,96755;2024-09-24;nominal;2024-09-19;2024-10-03
6,31085;-75,96775;2024-09-24;nominal;2024-09-19;2024-10-03
6,31085;-75,96765;2024-09-24;nominal;2024-09-19;2024-10-03
6,31085;-75,96755;2024-09-24;nominal;2024-09-19;2024-10-03
6,26175;-75,99625;2024-09-24;nominal;2024-09-19;2024-10-03
6,26175;-75,99615;2024-09-24;nominal;2024-09-19;2024-10-03
6,26175;-75,99605;2024-09-24;nominal;2024-09-19;2024-10-03
6,26175;-75,99595;2024-09-24;nominal;2024-09-19;2024-10-03
6,26175;-75,99585;2024-09-24;nominal;2024-09-19;2024-10-03
6,26175;-75,99575;2024-09-24;nominal;2024-09-19;2024-10-03
6,26175;-75,99565;2024-09-24;nominal;2024-09-19;2024-10-03
6,26175;-75,99555;2024-09-24;nominal;2024-09-19;2024-10-03
6,26165;-75,99625;2024-09-24;nominal;2024-09-19;2024-10-03
6,26165;-75,99615;2024-09-24;nominal;2024-09-19;2024-10-03
6,26165;-75,99605;2024-09-24;nominal;2024-09-19;2024-10-03
6,26165;-75,99595;2024-09-24;nominal;2024-09-19;2024-10-03
6,26165;-75,99585;2024-09-24;nominal;2024-09-19;2024-10-03
6,26165;-75,99575;2024-09-24;nominal;2024-09-19;2024-10-03
6,26165;-75,99565;2024-09-24;nominal;2024-09-19;2024-10-03
6,26165;-75,99555;2024-09-24;nominal;2024-09-19;2024-10-03
6,26155;-75,99625;2024-09-24;nominal;2024-09-19;2024-10-03
6,26155;-75,99615;2024-09-24;nominal;2024-09-19;2024-10-03
6,26155;-75,99605;2024-09-24;nominal;2024-09-19;2024-10-03
6,26155;-75,99595;2024-09-24;nominal;2024-09-19;2024-10-03
6,26155;-75,99585;2024-09-24;nominal;2024-09-19;2024-10-03
6,26155;-75,99575;2024-09-24;nominal;2024-09-19;2024-10-03
6,26155;-75,99565;2024-09-24;nominal;2024-09-19;2024-10-03
6,26155;-75,99555;2024-09-24;nominal;2024-09-19;2024-10-03
6,26145;-75,99625;2024-09-24;nominal;2024-09-19;2024-10-03
6,26145;-75,99615;2024-09-24;nominal;2024-09-19;2024-10-03
6,26145;-75,99605;2024-09-24;nominal;2024-09-19;2024-10-03
6,26145;-75,99595;2024-09-24;nominal;2024-09-19;2024-10-03
6,26145;-75,99585;2024-09-24;nominal;2024-09-19;2024-10-03
6,26145;-75,99575;2024-09-24;nominal;2024-09-19;2024-10-03
6,26145;-75,99565;2024-09-24;nominal;2024-09-19;2024-10-03
6,26145;-75,99555;2024-09-24;nominal;2024-09-19;2024-10-03
6,26135;-75,99625;2024-09-24;nominal;2024-09-19;2024-10-03
6,26135;-75,99615;2024-09-24;nominal;2024-09-19;2024-10-03
6,26135;-75,99605;2024-09-24;nominal;2024-09-19;2024-10-03
6,26135;-75,99595;2024-09-24;nominal;2024-09-19;2024-10-03
6,26135;-75,99585;2024-09-24;nominal;2024-09-19;2024-10-03
6,26135;-75,99575;2024-09-24;nominal;2024-09-19;2024-10-03
6,26135;-75,99565;2024-09-24;nominal;2024-09-19;2024-10-03
6,26135;-75,99555;2024-09-24;nominal;2024-09-19;2024-10-03
6,25295;-75,85975;2024-09-24;nominal;2024-09-19;2024-10-03
6,25295;-75,85965;2024-09-24;nominal;2024-09-19;2024-10-03
6,25295;-75,85955;2024-09-24;nominal;2024-09-19;2024-10-03
6,25285;-75,85975;2024-09-24;nominal;2024-09-19;2024-10-03
6,25285;-75,85965;2024-09-24;nominal;2024-09-19;2024-10-03
6,25285;-75,85955;2024-09-24;nominal;2024-09-19;2024-10-03
6,25275;-75,85975;2024-09-24;nominal;2024-09-19;2024-10-03
6,25275;-75,85965;2024-09-24;nominal;2024-09-19;2024-10-03
6,25275;-75,85955;2024-09-24;nominal;2024-09-19;2024-10-03
6,25265;-75,85975;2024-09-24;nominal;2024-09-19;2024-10-03
6,25265;-75,85965;2024-09-24;nominal;2024-09-19;2024-10-03
6,25265;-75,85955;2024-09-24;nominal;2024-09-19;2024-10-03
6,25255;-75,85975;2024-09-24;nominal;2024-09-19;2024-10-03
6,25255;-75,85965;2024-09-24;nominal;2024-09-19;2024-10-03
6,25255;-75,85955;2024-09-24;nominal;2024-09-19;2024-10-03
6,23175;-75,81445;2024-09-24;nominal;2024-09-19;2024-10-03
6,23175;-75,81435;2024-09-24;nominal;2024-09-19;2024-10-03
6,23165;-75,81445;2024-09-24;nominal;2024-09-19;2024-10-03
6,23165;-75,81435;2024-09-24;nominal;2024-09-19;2024-10-03
6,23155;-75,81445;2024-09-24;nominal;2024-09-19;2024-10-03
6,23155;-75,81435;2024-09-24;nominal;2024-09-19;2024-10-03
6,11295;-75,88275;2024-09-24;nominal;2024-09-19;2024-10-03
6,11295;-75,88265;2024-09-24;nominal;2024-09-19;2024-10-03
6,11295;-75,88255;2024-09-24;nominal;2024-09-19;2024-10-03
6,11285;-75,88275;2024-09-24;nominal;2024-09-19;2024-10-03
6,11285;-75,88265;2024-09-24;nominal;2024-09-19;2024-10-03
6,11285;-75,88255;2024-09-24;nominal;2024-09-19;2024-10-03
6,09595;-75,79725;2024-09-24;nominal;2024-09-19;2024-10-03
6,09595;-75,79715;2024-09-24;nominal;2024-09-19;2024-10-03
6,09595;-75,79705;2024-09-24;nominal;2024-09-19;2024-10-03
6,09595;-75,79695;2024-09-24;nominal;2024-09-19;2024-10-03
6,09595;-75,79685;2024-09-24;nominal;2024-09-19;2024-10-03
6,09585;-75,79725;2024-09-24;nominal;2024-09-19;2024-10-03
6,09585;-75,79715;2024-09-24;nominal;2024-09-19;2024-10-03
6,09585;-75,79705;2024-09-24;nominal;2024-09-19;2024-10-03
6,09585;-75,79695;2024-09-24;nominal;2024-09-19;2024-10-03
6,09585;-75,79685;2024-09-24;nominal;2024-09-19;2024-10-03
6,05925;-75,99875;2024-09-24;nominal;2024-09-19;2024-10-03
6,05925;-75,99865;2024-09-24;nominal;2024-09-19;2024-10-03
6,05925;-75,99855;2024-09-24;nominal;2024-09-19;2024-10-03
6,05915;-75,99875;2024-09-24;nominal;2024-09-19;2024-10-03
6,05915;-75,99865;2024-09-24;nominal;2024-09-19;2024-10-03
6,05915;-75,99855;2024-09-24;nominal;2024-09-19;2024-10-03
6,05905;-75,99875;2024-09-24;nominal;2024-09-19;2024-10-03
6,05905;-75,99865;2024-09-24;nominal;2024-09-19;2024-10-03
6,05905;-75,99855;2024-09-24;nominal;2024-09-19;2024-10-03
6,03295;-75,91625;2024-09-24;nominal;2024-09-19;2024-10-03
6,03295;-75,91615;2024-09-24;nominal;2024-09-19;2024-10-03
6,03295;-75,91605;2024-09-24;nominal;2024-09-19;2024-10-03
6,03285;-75,91625;2024-09-24;nominal;2024-09-19;2024-10-03
6,03285;-75,91615;2024-09-24;nominal;2024-09-19;2024-10-03
6,03285;-75,91605;2024-09-24;nominal;2024-09-19;2024-10-03
6,01475;-75,94845;2024-09-24;nominal;2024-09-19;2024-10-03
6,01475;-75,94835;2024-09-24;nominal;2024-09-19;2024-10-03
6,01465;-75,94845;2024-09-24;nominal;2024-09-19;2024-10-03
6,01465;-75,94835;2024-09-24;nominal;2024-09-19;2024-10-03
6,01455;-75,94845;2024-09-24;nominal;2024-09-19;2024-10-03
6,01455;-75,94835;2024-09-24;nominal;2024-09-19;2024-10-03
7,43395;-75,57845;2024-09-24;nominal;2024-09-19;2024-10-03
7,43395;-75,57835;2024-09-24;nominal;2024-09-19;2024-10-03
7,43385;-75,57845;2024-09-24;nominal;2024-09-19;2024-10-03
7,43385;-75,57835;2024-09-24;nominal;2024-09-19;2024-10-03
7,39825;-75,65195;2024-09-24;nominal;2024-09-19;2024-10-03
7,39825;-75,65185;2024-09-24;nominal;2024-09-19;2024-10-03
7,39815;-75,65195;2024-09-24;nominal;2024-09-19;2024-10-03
7,39815;-75,65185;2024-09-24;nominal;2024-09-19;2024-10-03
7,39805;-75,65195;2024-09-24;nominal;2024-09-19;2024-10-03
7,39805;-75,65185;2024-09-24;nominal;2024-09-19;2024-10-03
7,35095;-75,92675;2024-09-24;nominal;2024-09-19;2024-10-03
7,35095;-75,92645;2024-09-24;nominal;2024-09-19;2024-10-03
7,35095;-75,92635;2024-09-24;nominal;2024-09-19;2024-10-03
7,35085;-75,92655;2024-09-24;nominal;2024-09-19;2024-10-03
7,35085;-75,92645;2024-09-24;nominal;2024-09-19;2024-10-03
7,35085;-75,92635;2024-09-24;nominal;2024-09-19;2024-10-03
7,34745;-75,93125;2024-09-24;nominal;2024-09-19;2024-10-03
7,34745;-75,93115;2024-09-24;nominal;2024-09-19;2024-10-03
7,34745;-75,93105;2024-09-24;nominal;2024-09-19;2024-10-03
7,34735;-75,93125;2024-09-24;nominal;2024-09-19;2024-10-03
7,34735;-75,93115;2024-09-24;nominal;2024-09-19;2024-10-03
7,34735;-75,93105;2024-09-24;nominal;2024-09-19;2024-10-03
7,34725;-75,93075;2024-09-24;nominal;2024-09-19;2024-10-03
7,34725;-75,93065;2024-09-24;nominal;2024-09-19;2024-10-03
7,34725;-75,93055;2024-09-24;nominal;2024-09-19;2024-10-03
7,34715;-75,93075;2024-09-24;nominal;2024-09-19;2024-10-03
7,34715;-75,93065;2024-09-24;nominal;2024-09-19;2024-10-03
7,34715;-75,93055;2024-09-24;nominal;2024-09-19;2024-10-03
7,34705;-75,93075;2024-09-24;nominal;2024-09-19;2024-10-03
7,34705;-75,93065;2024-09-24;nominal;2024-09-19;2024-10-03
7,34705;-75,93055;2024-09-24;nominal;2024-09-19;2024-10-03
7,34645;-75,93145;2024-09-24;nominal;2024-09-19;2024-10-03
7,34645;-75,93135;2024-09-24;nominal;2024-09-19;2024-10-03
7,34635;-75,93145;2024-09-24;nominal;2024-09-19;2024-10-03
7,34635;-75,93135;2024-09-24;nominal;2024-09-19;2024-10-03
7,32445;-75,96945;2024-09-24;nominal;2024-09-19;2024-10-03
7,32445;-75,96935;2024-09-24;nominal;2024-09-19;2024-10-03
7,32435;-75,96945;2024-09-24;nominal;2024-09-19;2024-10-03
7,32435;-75,96935;2024-09-24;nominal;2024-09-19;2024-10-03
7,32425;-75,96945;2024-09-24;nominal;2024-09-19;2024-10-03
7,32425;-75,96935;2024-09-24;nominal;2024-09-19;2024-10-03
7,32425;-75,96925;2024-09-24;nominal;2024-09-19;2024-10-03
7,32425;-75,96915;2024-09-24;nominal;2024-09-19;2024-10-03
7,32425;-75,96905;2024-09-24;nominal;2024-09-19;2024-10-03
7,32415;-75,96945;2024-09-24;nominal;2024-09-19;2024-10-03
7,32415;-75,96935;2024-09-24;nominal;2024-09-19;2024-10-03
7,32415;-75,96925;2024-09-24;nominal;2024-09-19;2024-10-03
7,32415;-75,96915;2024-09-24;nominal;2024-09-19;2024-10-03
7,32415;-75,96905;2024-09-24;nominal;2024-09-19;2024-10-03
7,32405;-75,96945;2024-09-24;nominal;2024-09-19;2024-10-03
7,32405;-75,96935;2024-09-24;nominal;2024-09-19;2024-10-03
7,32405;-75,96925;2024-09-24;nominal;2024-09-19;2024-10-03
7,32405;-75,96915;2024-09-24;nominal;2024-09-19;2024-10-03
7,32405;-75,96905;2024-09-24;nominal;2024-09-19;2024-10-03
7,30745;-75,97095;2024-09-24;nominal;2024-09-19;2024-10-03
7,30745;-75,97085;2024-09-24;nominal;2024-09-19;2024-10-03
7,30735;-75,97095;2024-09-24;nominal;2024-09-19;2024-10-03
7,30735;-75,97085;2024-09-24;nominal;2024-09-19;2024-10-03
7,28795;-75,90875;2024-09-24;nominal;2024-09-19;2024-10-03
7,28795;-75,90865;2024-09-24;nominal;2024-09-19;2024-10-03
7,28795;-75,90855;2024-09-24;nominal;2024-09-19;2024-10-03
7,28795;-75,90845;2024-09-24;nominal;2024-09-19;2024-10-03
7,28795;-75,90835;2024-09-24;nominal;2024-09-19;2024-10-03
7,28785;-75,90875;2024-09-24;nominal;2024-09-19;2024-10-03
7,28785;-75,90865;2024-09-24;nominal;2024-09-19;2024-10-03
7,28785;-75,90855;2024-09-24;nominal;2024-09-19;2024-10-03
7,28785;-75,90845;2024-09-24;nominal;2024-09-19;2024-10-03
7,28785;-75,90835;2024-09-24;nominal;2024-09-19;2024-10-03
7,28775;-75,90875;2024-09-24;nominal;2024-09-19;2024-10-03
7,28775;-75,90865;2024-09-24;nominal;2024-09-19;2024-10-03
7,28775;-75,90855;2024-09-24;nominal;2024-09-19;2024-10-03
7,28765;-75,90875;2024-09-24;nominal;2024-09-19;2024-10-03
7,28765;-75,90865;2024-09-24;nominal;2024-09-19;2024-10-03
7,28765;-75,90855;2024-09-24;nominal;2024-09-19;2024-10-03
7,28755;-75,90875;2024-09-24;nominal;2024-09-19;2024-10-03
7,28755;-75,90865;2024-09-24;nominal;2024-09-19;2024-10-03
7,28755;-75,90855;2024-09-24;nominal;2024-09-19;2024-10-03
7,28745;-75,90895;2024-09-24;nominal;2024-09-19;2024-10-03
7,28745;-75,90885;2024-09-24;nominal;2024-09-19;2024-10-03
7,28735;-75,90895;2024-09-24;nominal;2024-09-19;2024-10-03
7,28735;-75,90885;2024-09-24;nominal;2024-09-19;2024-10-03
7,28725;-75,90895;2024-09-24;nominal;2024-09-19;2024-10-03
7,28725;-75,90885;2024-09-24;nominal;2024-09-19;2024-10-03
7,28715;-75,90895;2024-09-24;nominal;2024-09-19;2024-10-03
7,28715;-75,90885;2024-09-24;nominal;2024-09-19;2024-10-03
7,28705;-75,90895;2024-09-24;nominal;2024-09-19;2024-10-03
7,28705;-75,90885;2024-09-24;nominal;2024-09-19;2024-10-03
7,27395;-75,78595;2024-09-24;nominal;2024-09-19;2024-10-03
7,27395;-75,78585;2024-09-24;nominal;2024-09-19;2024-10-03
7,27385;-75,78595;2024-09-24;nominal;2024-09-19;2024-10-03
7,27385;-75,78585;2024-09-24;nominal;2024-09-19;2024-10-03
7,25125;-75,76845;2024-09-24;nominal;2024-09-19;2024-10-03
7,25125;-75,76835;2024-09-24;nominal;2024-09-19;2024-10-03
7,25115;-75,76845;2024-09-24;nominal;2024-09-19;2024-10-03
7,25115;-75,76835;2024-09-24;nominal;2024-09-19;2024-10-03
7,25105;-75,76845;2024-09-24;nominal;2024-09-19;2024-10-03
7,25105;-75,76835;2024-09-24;nominal;2024-09-19;2024-10-03
7,25025;-75,76875;2024-09-24;nominal;2024-09-19;2024-10-03
7,25025;-75,76865;2024-09-24;nominal;2024-09-19;2024-10-03
7,25025;-75,76855;2024-09-24;nominal;2024-09-19;2024-10-03
7,25015;-75,76875;2024-09-24;nominal;2024-09-19;2024-10-03
7,25015;-75,76865;2024-09-24;nominal;2024-09-19;2024-10-03
7,25015;-75,76855;2024-09-24;nominal;2024-09-19;2024-10-03
7,25005;-75,76875;2024-09-24;nominal;2024-09-19;2024-10-03
7,25005;-75,76865;2024-09-24;nominal;2024-09-19;2024-10-03
7,25005;-75,76855;2024-09-24;nominal;2024-09-19;2024-10-03
7,24745;-75,67445;2024-09-24;nominal;2024-09-19;2024-10-03
7,24745;-75,67435;2024-09-24;nominal;2024-09-19;2024-10-03
7,24735;-75,67445;2024-09-24;nominal;2024-09-19;2024-10-03
7,24735;-75,67435;2024-09-24;nominal;2024-09-19;2024-10-03
7,24075;-75,79275;2024-09-24;nominal;2024-09-19;2024-10-03
7,24075;-75,79265;2024-09-24;nominal;2024-09-19;2024-10-03
7,24075;-75,79255;2024-09-24;nominal;2024-09-19;2024-10-03
7,24065;-75,79275;2024-09-24;nominal;2024-09-19;2024-10-03
7,24065;-75,79265;2024-09-24;nominal;2024-09-19;2024-10-03
7,24065;-75,79255;2024-09-24;nominal;2024-09-19;2024-10-03
7,24055;-75,79275;2024-09-24;nominal;2024-09-19;2024-10-03
7,24055;-75,79265;2024-09-24;nominal;2024-09-19;2024-10-03
7,24055;-75,79255;2024-09-24;nominal;2024-09-19;2024-10-03
7,21595;-75,66295;2024-09-24;nominal;2024-09-19;2024-10-03
7,21595;-75,66285;2024-09-24;nominal;2024-09-19;2024-10-03
7,21585;-75,66295;2024-09-24;nominal;2024-09-19;2024-10-03
7,21585;-75,66285;2024-09-24;nominal;2024-09-19;2024-10-03
7,21325;-75,65775;2024-09-24;nominal;2024-09-19;2024-10-03
7,21325;-75,65765;2024-09-24;nominal;2024-09-19;2024-10-03
7,21325;-75,65755;2024-09-24;nominal;2024-09-19;2024-10-03
7,21325;-75,65745;2024-09-24;nominal;2024-09-19;2024-10-03
7,21325;-75,65735;2024-09-24;nominal;2024-09-19;2024-10-03
7,21325;-75,65725;2024-09-24;nominal;2024-09-19;2024-10-03
7,21325;-75,65715;2024-09-24;nominal;2024-09-19;2024-10-03
7,21325;-75,65705;2024-09-24;nominal;2024-09-19;2024-10-03
7,21315;-75,65775;2024-09-24;nominal;2024-09-19;2024-10-03
7,21315;-75,65765;2024-09-24;nominal;2024-09-19;2024-10-03
7,21315;-75,65755;2024-09-24;nominal;2024-09-19;2024-10-03
7,21315;-75,65745;2024-09-24;nominal;2024-09-19;2024-10-03
7,21315;-75,65735;2024-09-24;nominal;2024-09-19;2024-10-03
7,21315;-75,65725;2024-09-24;nominal;2024-09-19;2024-10-03
7,21315;-75,65715;2024-09-24;nominal;2024-09-19;2024-10-03
7,21315;-75,65705;2024-09-24;nominal;2024-09-19;2024-10-03
7,21305;-75,65775;2024-09-24;nominal;2024-09-19;2024-10-03
7,21305;-75,65765;2024-09-24;nominal;2024-09-19;2024-10-03
7,21305;-75,65755;2024-09-24;nominal;2024-09-19;2024-10-03
7,21305;-75,65745;2024-09-24;nominal;2024-09-19;2024-10-03
7,21305;-75,65735;2024-09-24;nominal;2024-09-19;2024-10-03
7,21305;-75,65725;2024-09-24;nominal;2024-09-19;2024-10-03
7,21305;-75,65715;2024-09-24;nominal;2024-09-19;2024-10-03
7,21305;-75,65705;2024-09-24;nominal;2024-09-19;2024-10-03
7,20145;-75,75195;2024-09-24;nominal;2024-09-19;2024-10-03
7,20145;-75,75185;2024-09-24;nominal;2024-09-19;2024-10-03
7,20135;-75,75195;2024-09-24;nominal;2024-09-19;2024-10-03
7,20135;-75,75185;2024-09-24;nominal;2024-09-19;2024-10-03
7,17995;-75,74795;2024-09-24;nominal;2024-09-19;2024-10-03
7,17995;-75,74785;2024-09-24;nominal;2024-09-19;2024-10-03
7,17985;-75,74795;2024-09-24;nominal;2024-09-19;2024-10-03
7,17985;-75,74785;2024-09-24;nominal;2024-09-19;2024-10-03
7,17975;-75,74825;2024-09-24;nominal;2024-09-19;2024-10-03
7,17975;-75,74815;2024-09-24;nominal;2024-09-19;2024-10-03
7,17975;-75,74805;2024-09-24;nominal;2024-09-19;2024-10-03
7,17965;-75,74825;2024-09-24;nominal;2024-09-19;2024-10-03
7,17965;-75,74815;2024-09-24;nominal;2024-09-19;2024-10-03
7,17965;-75,74805;2024-09-24;nominal;2024-09-19;2024-10-03
7,17955;-75,74825;2024-09-24;nominal;2024-09-19;2024-10-03
7,17955;-75,74815;2024-09-24;nominal;2024-09-19;2024-10-03
7,17955;-75,74805;2024-09-24;nominal;2024-09-19;2024-10-03
7,17745;-75,74595;2024-09-24;nominal;2024-09-19;2024-10-03
7,17745;-75,74585;2024-09-24;nominal;2024-09-19;2024-10-03
7,17745;-75,74575;2024-09-24;nominal;2024-09-19;2024-10-03
7,17745;-75,74565;2024-09-24;nominal;2024-09-19;2024-10-03
7,17745;-75,74555;2024-09-24;nominal;2024-09-19;2024-10-03
7,17735;-75,74595;2024-09-24;nominal;2024-09-19;2024-10-03
7,17735;-75,74585;2024-09-24;nominal;2024-09-19;2024-10-03
